pid,size,color,brand,rrp,mainCategory,category,subCategory,stock,releaseDate,zae,newSize,age
14102,M,blau,adidas,44.38,1,7,14,1,2017-11-08,1,M,
20753,M,blau,adidas,44.38,1,7,14,2,2017-11-08,1,M,
20898,M,schwarz,adidas,44.38,1,7,14,6,2017-11-08,1,M,
22706,M,rot,adidas,44.38,1,7,14,2,2017-11-08,1,M,
14276,M,schwarz,Hummel,44.38,1,7,14,1,2017-10-01,1,M,
18513,M,schwarz,Jako,44.38,1,7,14,1,2017-10-01,1,M,
19322,M,rot,Jako,44.38,1,7,14,1,2017-10-01,1,M,
10917,M,schwarz,Nike,44.38,1,7,14,7,2017-11-23,1,M,
14784,M,blau,Nike,44.38,1,7,14,3,2017-11-23,1,M,
16230,M,rot,Nike,44.38,1,7,14,2,2017-11-23,1,M,
19006,M,gruen,Nike,44.38,1,7,14,1,2017-11-23,1,M,
13819,M ( 140-152 ),blau,Nike,44.38,1,7,14,4,2017-10-01,1,M,
14648,M ( 140-152 ),schwarz,Nike,44.38,1,7,14,1,2017-10-01,1,M,
19148,M ( 140-152 ),blau,Nike,44.38,1,7,14,1,2017-10-01,1,M,
20121,M ( 140-152 ),rot,Nike,44.38,1,7,14,1,2017-10-01,1,M,
20952,M ( 140-152 ),rot,Nike,44.38,1,7,14,2,2017-10-01,1,M,
17682,M,schwarz,Nike,44.38,9,10,14,1,2017-12-12,1,M,
21969,M,grau,Nike,44.38,9,10,14,2,2017-12-12,1,M,
13032,102 (M),schwarz,Jako,44.38,1,7,16,1,2017-10-01,1,M,
15075,102 (M),blau,Jako,44.38,1,7,16,1,2017-10-01,1,M,
12896,M,blau,adidas,44.38,1,7,16,2,2017-10-01,1,M,
13737,M,schwarz,adidas,44.38,1,7,16,1,2017-11-02,1,M,
19588,M,schwarz,adidas,44.38,1,7,16,1,2017-10-01,1,M,
20505,M,schwarz,adidas,44.38,1,7,16,1,2017-10-01,1,M,
22700,M,schwarz,adidas,44.38,1,7,16,2,2017-10-01,1,M,
19117,M,schwarz,Erima,44.38,1,7,16,1,2017-10-01,1,M,
21614,M,schwarz,Erima,44.38,1,7,16,2,2017-10-01,1,M,
12799,M,schwarz,Jako,44.38,1,7,16,1,2017-10-01,1,M,
14461,M,schwarz,Jako,44.38,1,7,16,2,2017-10-01,1,M,
18946,M,schwarz,Jako,44.38,1,7,16,13,2017-10-01,1,M,
15646,M,blau,PUMA,44.38,1,7,16,3,2017-10-01,1,M,
18520,M,schwarz,PUMA,44.38,1,7,16,1,2017-10-01,1,M,
20970,M,schwarz,PUMA,44.38,1,7,16,3,2017-10-01,1,M,
15861,M,schwarz,Uhlsport,44.38,1,7,16,1,2017-10-01,1,M,
21409,M,schwarz,Uhlsport,44.38,1,7,16,1,2017-10-01,1,M,
12953,M ( 140-152 ),blau,Nike,44.38,1,7,16,2,2017-10-01,1,M,
15368,M ( 140-152 ),schwarz,Nike,44.38,1,7,16,1,2017-10-01,1,M,
17013,M ( 140-152 ),blau,Nike,44.38,1,7,16,1,2017-10-01,1,M,
20305,M ( 140-152 ),blau,Nike,44.38,1,7,16,1,2017-10-01,1,M,
11607,M,schwarz,adidas,44.38,1,7,17,1,2017-10-01,1,M,
13087,M,blau,adidas,44.38,1,7,17,1,2017-10-01,1,M,
15357,M,schwarz,Hummel,44.38,1,7,17,1,2017-10-01,1,M,
20450,M,schwarz,Jako,44.38,1,7,17,5,2017-10-01,1,M,
19581,M ( 140-152 ),rot,Nike,44.38,1,7,20,1,2017-10-01,1,M,
22142,M ( 140-152 ),schwarz,Nike,44.38,1,7,20,2,2017-11-21,1,M,
16082,M,blau,adidas,44.38,1,7,21,1,2017-10-01,1,M,
10857,M,blau,Nike,44.38,1,7,21,1,2017-10-01,1,M,
10950,M,weiss,Nike,44.38,1,7,21,1,2017-10-01,1,M,
11456,M,schwarz,Nike,44.38,1,7,21,2,2017-11-21,1,M,
12883,M,orange,Nike,44.38,1,7,21,1,2017-11-20,1,M,
13381,M,gelb,Nike,44.38,1,7,21,7,2017-10-01,1,M,
13484,M,schwarz,Nike,44.38,1,7,21,1,2017-10-01,1,M,
13691,M,weiss,Nike,44.38,1,7,21,3,2017-11-21,1,M,
14586,M,weiss,Nike,44.38,1,7,21,4,2017-10-01,1,M,
14661,M,weiss,Nike,44.38,1,7,21,2,2017-10-01,1,M,
15301,M,gruen,Nike,44.38,1,7,21,1,2017-10-01,1,M,
15784,M,blau,Nike,44.38,1,7,21,2,2017-11-21,1,M,
16743,M,blau,Nike,44.38,1,7,21,1,2017-11-20,1,M,
16827,M,orange,Nike,44.38,1,7,21,4,2017-10-01,1,M,
16903,M,weiss,Nike,44.38,1,7,21,1,2017-10-01,1,M,
17609,M,weiss,Nike,44.38,1,7,21,10,2017-10-01,1,M,
17684,M,schwarz,Nike,44.38,1,7,21,1,2017-10-01,1,M,
17833,M,blau,Nike,44.38,1,7,21,1,2017-10-01,1,M,
18397,M,rot,Nike,44.38,1,7,21,2,2017-11-21,1,M,
18797,M,gold,Nike,44.38,1,7,21,1,2017-10-01,1,M,
19742,M,rot,Nike,44.38,1,7,21,3,2017-10-01,1,M,
20098,M,schwarz,Nike,44.38,1,7,21,1,2017-10-01,1,M,
20951,M,gruen,Nike,44.38,1,7,21,1,2017-11-21,1,M,
21307,M,rot,Nike,44.38,1,7,21,1,2017-10-01,1,M,
21420,M,weiss,Nike,44.38,1,7,21,2,2017-10-01,1,M,
21564,M,rot,Nike,44.38,1,7,21,5,2017-10-01,1,M,
21988,M,blau,Nike,44.38,1,7,21,1,2017-10-01,1,M,
22607,M,gelb,Nike,44.38,1,7,21,2,2017-10-01,1,M,
15454,M,schwarz,adidas,44.38,1,7,22,1,2017-11-02,1,M,
12521,M ( 140-152 ),rot,Nike,44.38,1,7,22,1,2017-10-01,1,M,
19597,M ( 140-152 ),weiss,Nike,44.38,1,7,22,1,2017-11-23,1,M,
22818,M ( 140-152 ),blau,Nike,44.38,1,7,22,6,2017-10-01,1,M,
11241,M,schwarz,adidas,44.38,1,7,23,16,2017-10-01,1,M,
12575,M,weiss,adidas,44.38,1,7,23,4,2017-10-01,1,M,
13401,M,blau,adidas,44.38,1,7,23,12,2017-10-01,1,M,
13800,M,weiss,adidas,44.38,1,7,23,27,2017-10-01,1,M,
14860,M,rot,adidas,44.38,1,7,23,13,2017-10-01,1,M,
15158,M,schwarz,adidas,44.38,1,7,23,3,2017-10-01,1,M,
17009,M,gruen,adidas,44.38,1,7,23,31,2017-10-01,1,M,
17525,M,blau,adidas,44.38,1,7,23,3,2017-10-01,1,M,
20288,M,blau,adidas,44.38,1,7,23,1,2017-10-01,1,M,
20386,M,rot,adidas,44.38,1,7,23,3,2017-10-01,1,M,
22186,M,schwarz,adidas,44.38,1,7,23,1,2017-10-01,1,M,
10222,M,schwarz,Nike,44.38,1,7,23,3,2017-11-22,1,M,
10463,M,blau,Nike,44.38,1,7,23,7,2017-10-01,1,M,
10707,M,rot,Nike,44.38,1,7,23,7,2017-10-01,1,M,
14083,M,weiss,Nike,44.38,1,7,23,1,2017-10-01,1,M,
14124,M,blau,Nike,44.38,1,7,23,1,2017-11-22,1,M,
14785,M,blau,Nike,44.38,1,7,23,1,2017-11-22,1,M,
14793,M,schwarz,Nike,44.38,1,7,23,21,2017-10-01,1,M,
20007,M,weiss,Nike,44.38,1,7,23,6,2017-11-22,1,M,
20821,M,gruen,Nike,44.38,1,7,23,1,2017-11-22,1,M,
22458,M,blau,Nike,44.38,1,7,23,2,2017-10-01,1,M,
22532,M,grau,Nike,44.38,1,7,23,29,2017-10-01,1,M,
12192,M,schwarz,adidas,44.38,9,10,23,1,2017-10-01,1,M,
21020,M,weiss,adidas,44.38,9,10,25,1,2017-10-01,1,M,
11937,M,weiss,Jordan,44.38,9,10,25,1,2017-10-01,1,M,
13564,M,weiss,Jordan,44.38,9,10,25,1,2017-10-01,1,M,
21701,M,weiss,Jordan,44.38,9,10,25,1,2017-10-01,1,M,
21707,M,schwarz,Jordan,44.38,9,10,25,1,2017-10-01,1,M,
22223,M,weiss,Jordan,44.38,9,10,25,1,2017-10-01,1,M,
14243,M,schwarz,Nike,44.38,9,10,25,1,2017-10-01,1,M,
15355,M,schwarz,Nike,44.38,9,10,25,2,2017-10-01,1,M,
15521,M,blau,Nike,44.38,9,10,25,1,2017-10-01,1,M,
18179,M,grau,Nike,44.38,9,10,25,2,2017-12-08,1,M,
18346,M,rot,Nike,44.38,9,10,25,1,2017-10-01,1,M,
18580,M,weiss,Nike,44.38,9,10,25,1,2017-12-08,1,M,
20914,M,weiss,Nike,44.38,9,10,25,1,2017-10-01,1,M,
12420,M ( 38/40 ),blau,Nike,44.38,9,10,25,1,2017-10-01,1,M,
14497,M ( 38/40 ),weiss,Nike,44.38,9,10,25,1,2017-10-01,1,M,
20735,M ( 38/40 ),schwarz,Nike,44.38,9,10,25,1,2017-10-01,1,M,
21466,M ( 38/40 ),schwarz,Nike,44.38,9,10,25,1,2017-10-01,1,M,
15864,M,blau,adidas,44.38,1,7,28,1,2017-10-01,1,M,
16519,M,schwarz,adidas,44.38,1,7,28,3,2017-10-01,1,M,
16630,M,orange,adidas,44.38,1,7,28,1,2017-10-01,1,M,
18373,M,gruen,adidas,44.38,1,7,28,1,2017-10-01,1,M,
19515,M,gelb,adidas,44.38,1,7,28,1,2017-10-01,1,M,
22400,M,blau,adidas,44.38,1,7,28,1,2017-10-01,1,M,
11778,M,schwarz,Jako,44.38,1,7,28,1,2017-10-01,1,M,
13499,M,grau,Jako,44.38,1,7,28,1,2017-10-01,1,M,
14295,M,gelb,Jako,44.38,1,7,28,1,2017-10-01,1,M,
14552,M,schwarz,Jordan,44.38,9,10,29,2,2017-10-01,1,M,
11358,41,weiss,Jordan,44.38,9,18,32,2,2017-10-01,1,M,
19855,41,schwarz,Jordan,44.38,9,18,32,1,2017-10-01,1,M,
11358,"42,5",weiss,Jordan,44.38,9,18,32,1,2017-10-01,1,M,
21976,"42,5",grau,Jordan,44.38,9,18,32,1,2017-10-01,1,M,
15458,M,schwarz,Converse,44.38,9,10,35,1,2017-10-01,1,M,
12528,42,rot,adidas,44.38,9,18,38,1,2017-12-12,1,M,
16763,42,schwarz,adidas,44.38,9,18,38,4,2017-12-12,1,M,
20169,42,blau,adidas,44.38,9,18,38,1,2017-12-12,1,M,
16763,40 2/3,schwarz,adidas,44.38,9,18,38,1,2017-12-12,1,M,
19563,M,schwarz,Nike,44.38,9,10,42,1,2017-10-01,1,M,
10290,M,schwarz,adidas,44.38,15,16,,7,2017-11-09,1,M,
11604,M,schwarz,adidas,44.38,15,16,,1,2017-10-01,1,M,
14781,M,schwarz,Jordan,44.38,15,16,,1,2017-10-01,1,M,
10467,M,blau,Nike,44.38,15,16,,15,2017-10-01,1,M,
12660,M,grau,Nike,44.38,15,16,,2,2017-10-01,1,M,
13553,M,weiss,Nike,44.38,15,16,,2,2017-10-01,1,M,
15845,M,schwarz,Nike,44.38,15,16,,459,2017-10-01,1,M,
16309,M,grau,Nike,44.38,15,16,,45,2017-10-01,1,M,
16987,M,gold,Nike,44.38,15,16,,1,2017-10-01,1,M,
20918,M,schwarz,Nike,44.38,15,16,,3,2017-12-19,1,M,
22158,M,weiss,Nike,44.38,15,16,,1,2017-10-01,1,M,
22338,M,schwarz,Nike,44.38,15,16,,1,2017-10-01,1,M,
13931,M,schwarz,PUMA,44.38,15,16,,6,2017-10-01,1,M,
11086,M,schwarz,Under Armour,44.38,15,16,,1,2017-10-01,1,M,
21579,M ( 140-152 ),grau,Nike,44.38,15,16,,1,2017-10-01,1,M,
21598,M ( 140-152 ),grau,Nike,44.38,15,16,,2,2017-10-01,1,M,
22614,M ( 140-152 ),schwarz,Nike,44.38,15,16,,20,2017-10-01,1,M,
11172,M,schwarz,adidas,44.38,15,33,,31,2017-11-17,1,M,
12901,M,blau,adidas,44.38,15,33,,1,2017-11-17,1,M,
15308,M,gelb,adidas,44.38,15,33,,10,2017-11-17,1,M,
15379,M,schwarz,adidas,44.38,15,33,,1,2017-10-01,1,M,
16504,M,blau,adidas,44.38,15,33,,13,2017-11-17,1,M,
17588,M,rot,adidas,44.38,15,33,,38,2017-11-17,1,M,
19162,M,weiss,adidas,44.38,15,33,,16,2017-11-17,1,M,
19354,M,blau,adidas,44.38,15,33,,1,2017-10-01,1,M,
22505,M,gruen,adidas,44.38,15,33,,6,2017-11-17,1,M,
11507,M,blau,Jako,44.38,15,33,,1,2017-10-01,1,M,
15730,M,weiss,Jako,44.38,15,33,,1,2017-10-01,1,M,
17498,M,rot,Jako,44.38,15,33,,2,2017-10-01,1,M,
17925,M,rot,Jako,44.38,15,33,,1,2017-10-01,1,M,
20574,M,blau,Jako,44.38,15,33,,1,2017-10-01,1,M,
20578,M,schwarz,Jako,44.38,15,33,,2,2017-10-01,1,M,
20786,M,schwarz,Jako,44.38,15,33,,1,2017-10-01,1,M,
22515,M,gruen,Jako,44.38,15,33,,1,2017-10-01,1,M,
10382,M,grau,Nike,44.38,15,33,,5,2017-12-05,1,M,
10849,M,rot,Nike,44.38,15,33,,32,2017-10-01,1,M,
11101,M,grau,Nike,44.38,15,33,,20,2017-10-01,1,M,
11250,M,rot,Nike,44.38,15,33,,1,2017-10-01,1,M,
11614,M,gruen,Nike,44.38,15,33,,4,2017-10-01,1,M,
12125,M,gruen,Nike,44.38,15,33,,31,2017-12-05,1,M,
13821,M,weiss,Nike,44.38,15,33,,1,2017-10-01,1,M,
14028,M,blau,Nike,44.38,15,33,,7,2017-10-01,1,M,
15292,M,blau,Nike,44.38,15,33,,27,2017-10-01,1,M,
15726,M,orange,Nike,44.38,15,33,,8,2017-12-05,1,M,
15915,M,gelb,Nike,44.38,15,33,,8,2017-10-01,1,M,
15984,M,weiss,Nike,44.38,15,33,,48,2017-12-05,1,M,
16125,M,schwarz,Nike,44.38,15,33,,145,2017-10-01,1,M,
16245,M,rot,Nike,44.38,15,33,,32,2017-12-05,1,M,
16473,M,grau,Nike,44.38,15,33,,21,2017-10-01,1,M,
16660,M,blau,Nike,44.38,15,33,,4,2017-12-05,1,M,
16993,M,schwarz,Nike,44.38,15,33,,29,2017-12-05,1,M,
17372,M,orange,Nike,44.38,15,33,,2,2017-10-01,1,M,
17932,M,weiss,Nike,44.38,15,33,,24,2017-10-01,1,M,
18542,M,blau,Nike,44.38,15,33,,3,2017-10-01,1,M,
18595,M,blau,Nike,44.38,15,33,,7,2017-12-05,1,M,
20025,M,blau,Nike,44.38,15,33,,3,2017-10-01,1,M,
21284,M,blau,Nike,44.38,15,33,,11,2017-12-05,1,M,
22021,M,blau,Nike,44.38,15,33,,2,2017-10-01,1,M,
10925,M,orange,PUMA,44.38,15,33,,1,2017-10-01,1,M,
11739,M,gruen,PUMA,44.38,15,33,,4,2017-10-01,1,M,
12236,M,schwarz,PUMA,44.38,15,33,,2,2017-10-01,1,M,
15946,M,weiss,PUMA,44.38,15,33,,12,2017-10-01,1,M,
18076,M,blau,PUMA,44.38,15,33,,1,2017-10-01,1,M,
19537,M,lila,PUMA,44.38,15,33,,1,2017-10-01,1,M,
19556,M,rot,PUMA,44.38,15,33,,2,2017-12-22,1,M,
20053,M,blau,PUMA,44.38,15,33,,1,2017-10-01,1,M,
20392,M,rot,PUMA,44.38,15,33,,5,2017-10-01,1,M,
20659,M,blau,PUMA,44.38,15,33,,1,2017-10-01,1,M,
16233,M,pink,Uhlsport,44.38,15,33,,1,2017-10-01,1,M,
19988,M,gruen,Uhlsport,44.38,15,33,,1,2017-10-01,1,M,
12238,M,schwarz,Under Armour,44.38,15,33,,4,2017-10-01,1,M,
12507,M,rot,Under Armour,44.38,15,33,,4,2017-10-01,1,M,
12667,M,grau,Under Armour,44.38,15,33,,3,2017-10-01,1,M,
14050,M,weiss,Under Armour,44.38,15,33,,4,2017-10-01,1,M,
14126,M,blau,Under Armour,44.38,15,33,,1,2017-10-01,1,M,
17989,M,blau,Under Armour,44.38,15,33,,2,2017-10-01,1,M,
21296,M,schwarz,Erima,48.19,1,7,16,1,2017-10-01,1,M,
16976,M,schwarz,Jako,48.19,1,7,16,6,2017-10-01,1,M,
11539,M,schwarz,Jako,48.19,1,7,20,2,2017-10-01,1,M,
11580,M,blau,Jako,48.19,1,7,20,1,2017-10-01,1,M,
15363,M,blau,Jako,48.19,1,7,22,1,2017-10-01,1,M,
11965,M ( 38/40 ),grau,Nike,48.19,9,10,25,1,2017-10-01,1,M,
18608,M ( 38/40 ),schwarz,Nike,48.19,9,10,25,2,2017-10-01,1,M,
19512,M ( 38/40 ),orange,Nike,48.19,9,10,25,1,2017-10-01,1,M,
21901,M ( 38/40 ),beige,Nike,48.19,9,10,25,1,2017-10-01,1,M,
20327,M,gelb,Erima,48.19,15,33,,1,2017-10-01,1,M,
17947,M,orange,adidas,50.73,1,7,8,1,2017-10-24,1,M,
22298,34,gold,adidas,50.73,1,37,5,2,2017-11-28,1,M,
10730,M,grau,adidas,50.73,1,7,14,6,2017-10-27,1,M,
11080,M,blau,adidas,50.73,1,7,14,1,2017-10-27,1,M,
11594,M,rot,adidas,50.73,1,7,14,1,2017-10-24,1,M,
16755,M,grau,adidas,50.73,1,7,14,2,2017-10-24,1,M,
19591,M,schwarz,adidas,50.73,1,7,14,21,2017-10-27,1,M,
22081,M,schwarz,adidas,50.73,1,7,14,2,2017-10-25,1,M,
17269,M,schwarz,Jako,50.73,1,7,14,1,2017-10-01,1,M,
17488,M,schwarz,Jako,50.73,1,7,14,1,2017-10-01,1,M,
19690,M,gruen,Jako,50.73,1,7,14,1,2017-10-01,1,M,
11054,M,gruen,Nike,50.73,1,7,14,8,2017-11-21,1,M,
12028,M,rot,Nike,50.73,1,7,14,2,2017-10-01,1,M,
12771,M,gruen,Nike,50.73,1,7,14,1,2017-10-01,1,M,
13404,M,blau,Nike,50.73,1,7,14,4,2017-10-01,1,M,
15608,M,schwarz,Nike,50.73,1,7,14,1,2017-10-01,1,M,
16249,M,weiss,Nike,50.73,1,7,14,22,2017-11-21,1,M,
17024,M,blau,Nike,50.73,1,7,14,7,2017-11-21,1,M,
17075,M,rot,Nike,50.73,1,7,14,4,2017-11-21,1,M,
17941,M,blau,Nike,50.73,1,7,14,10,2017-11-21,1,M,
18105,M,schwarz,Nike,50.73,1,7,14,258,2017-10-01,1,M,
18395,M,blau,Nike,50.73,1,7,14,47,2017-10-01,1,M,
18785,M,blau,Nike,50.73,1,7,14,26,2017-10-01,1,M,
20181,M,schwarz,Nike,50.73,1,7,14,16,2017-11-21,1,M,
21999,M,gelb,Nike,50.73,1,7,14,4,2017-10-01,1,M,
22456,M,rot,Nike,50.73,1,7,14,33,2017-10-01,1,M,
11433,M,schwarz,PUMA,50.73,1,7,14,2,2017-10-01,1,M,
11988,M,blau,PUMA,50.73,1,7,14,1,2017-10-01,1,M,
14991,M,gruen,PUMA,50.73,1,7,14,1,2017-10-01,1,M,
17129,M,blau,PUMA,50.73,1,7,14,1,2017-10-01,1,M,
17489,M,schwarz,PUMA,50.73,1,7,14,5,2017-10-01,1,M,
17570,M,rot,PUMA,50.73,1,7,14,3,2017-10-01,1,M,
21002,M,schwarz,PUMA,50.73,1,7,14,2,2017-10-01,1,M,
21151,M,schwarz,PUMA,50.73,1,7,14,1,2017-10-01,1,M,
21802,M,blau,PUMA,50.73,1,7,14,4,2017-10-01,1,M,
13751,M ( 38/40 ),schwarz,Nike,50.73,1,7,14,1,2017-11-21,1,M,
16177,M ( 38/40 ),rot,Nike,50.73,1,7,14,1,2017-11-21,1,M,
19834,M ( 38/40 ),weiss,Nike,50.73,1,7,14,1,2017-11-21,1,M,
14207,M,gelb,adidas,50.73,9,10,14,1,2018-01-05,1,M,
17640,M,blau,adidas,50.73,9,10,14,1,2018-01-05,1,M,
21803,M,rot,adidas,50.73,9,10,14,1,2018-01-05,1,M,
21498,M,schwarz,Jordan,50.73,9,10,14,1,2017-10-01,1,M,
18082,M,schwarz,Nike,50.73,9,10,14,1,2017-10-01,1,M,
15975,42,schwarz,Jako,50.73,1,7,16,1,2017-10-01,1,M,
10263,M,schwarz,adidas,50.73,1,7,16,7,2017-10-01,1,M,
15754,M,blau,adidas,50.73,1,7,16,1,2017-10-24,1,M,
16597,M,blau,adidas,50.73,1,7,16,15,2017-10-01,1,M,
16604,M,grau,adidas,50.73,1,7,16,5,2017-10-24,1,M,
17321,M,schwarz,adidas,50.73,1,7,16,81,2017-10-27,1,M,
18184,M,schwarz,adidas,50.73,1,7,16,93,2017-10-01,1,M,
18560,M,blau,adidas,50.73,1,7,16,27,2017-10-01,1,M,
19760,M,schwarz,adidas,50.73,1,7,16,19,2017-10-01,1,M,
22008,M,blau,adidas,50.73,1,7,16,1,2017-10-01,1,M,
14185,M,schwarz,Erima,50.73,1,7,16,1,2017-10-01,1,M,
15165,M,schwarz,Hummel,50.73,1,7,16,1,2017-10-01,1,M,
19247,M,schwarz,Hummel,50.73,1,7,16,2,2017-10-01,1,M,
19953,M,schwarz,Hummel,50.73,1,7,16,7,2017-10-01,1,M,
12375,M,schwarz,Jako,50.73,1,7,16,2,2017-10-01,1,M,
15631,M,schwarz,Jako,50.73,1,7,16,1,2017-10-01,1,M,
11809,M,blau,Nike,50.73,1,7,16,1,2017-10-01,1,M,
11971,M,blau,Nike,50.73,1,7,16,1,2017-10-01,1,M,
13868,M,blau,Nike,50.73,1,7,16,3,2017-10-01,1,M,
18522,M,blau,Nike,50.73,1,7,16,10,2017-11-21,1,M,
19129,M,blau,Nike,50.73,1,7,16,1,2017-10-01,1,M,
19288,M,schwarz,Nike,50.73,1,7,16,16,2017-10-01,1,M,
19977,M,schwarz,Nike,50.73,1,7,16,39,2017-11-21,1,M,
21270,M,schwarz,Nike,50.73,1,7,16,8,2017-10-01,1,M,
10050,M,schwarz,PUMA,50.73,1,7,16,1,2018-01-10,1,M,
10415,M,schwarz,PUMA,50.73,1,7,16,4,2017-10-01,1,M,
10633,M,blau,PUMA,50.73,1,7,16,1,2017-10-01,1,M,
12189,M,schwarz,PUMA,50.73,1,7,16,2,2017-10-01,1,M,
21531,M,blau,PUMA,50.73,1,7,16,1,2017-10-01,1,M,
10258,M,schwarz,Uhlsport,50.73,1,7,16,1,2017-10-01,1,M,
14722,M ( 140-152 ),grau,Nike,50.73,1,7,16,1,2017-10-01,1,M,
15340,M ( 140-152 ),blau,Nike,50.73,1,7,16,1,2017-10-01,1,M,
16641,M ( 38/40 ),schwarz,Nike,50.73,1,7,16,1,2017-10-01,1,M,
20717,M ( 38/40 ),schwarz,Nike,50.73,1,7,16,5,2017-11-21,1,M,
18657,M,schwarz,adidas,50.73,1,7,17,1,2017-10-01,1,M,
14733,M,schwarz,Uhlsport,50.73,1,7,17,1,2017-10-01,1,M,
18005,M,schwarz,Uhlsport,50.73,1,7,17,2,2017-10-01,1,M,
13762,M,blau,adidas,50.73,1,7,20,2,2017-10-01,1,M,
20927,M,schwarz,adidas,50.73,1,7,20,3,2017-10-20,1,M,
18170,M,schwarz,Nike,50.73,1,7,20,84,2017-11-20,1,M,
18426,M,gruen,Nike,50.73,1,7,20,1,2017-11-20,1,M,
18499,M,rot,Nike,50.73,1,7,20,4,2017-11-20,1,M,
21209,M,blau,Nike,50.73,1,7,20,7,2017-11-20,1,M,
12183,M,rot,PUMA,50.73,1,7,20,1,2017-10-01,1,M,
20159,M,schwarz,Uhlsport,50.73,1,7,20,1,2017-10-01,1,M,
11523,M ( 140-152 ),blau,Nike,50.73,1,7,20,2,2017-10-01,1,M,
11584,M ( 140-152 ),rot,Nike,50.73,1,7,20,1,2017-10-01,1,M,
14032,M,blau,adidas,50.73,1,7,21,1,2017-10-01,1,M,
15830,M,weiss,adidas,50.73,1,7,21,1,2017-10-01,1,M,
21666,M,schwarz,adidas,50.73,1,7,21,3,2017-10-01,1,M,
10174,M,rot,Hummel,50.73,1,7,21,1,2017-10-01,1,M,
11975,M,rot,Hummel,50.73,1,7,21,1,2017-10-01,1,M,
12552,M ( 140-152 ),grau,Nike,50.73,1,7,21,2,2017-10-01,1,M,
10439,M,schwarz,adidas,50.73,1,7,22,10,2017-10-01,1,M,
10990,M,schwarz,adidas,50.73,1,7,22,10,2017-10-23,1,M,
11389,M,rot,adidas,50.73,1,7,22,1,2017-10-23,1,M,
13185,M,schwarz,adidas,50.73,1,7,22,6,2017-10-01,1,M,
13441,M,schwarz,adidas,50.73,1,7,22,45,2017-10-01,1,M,
14164,M,schwarz,adidas,50.73,1,7,22,22,2017-10-01,1,M,
14606,M,blau,adidas,50.73,1,7,22,2,2017-10-01,1,M,
15762,M,blau,adidas,50.73,1,7,22,30,2017-10-01,1,M,
16187,M,schwarz,adidas,50.73,1,7,22,2,2017-10-30,1,M,
10585,M,blau,Nike,50.73,1,7,22,3,2017-11-21,1,M,
14594,M,weiss,Nike,50.73,1,7,22,6,2017-11-21,1,M,
15366,M,schwarz,Nike,50.73,1,7,22,14,2017-10-01,1,M,
16049,M,blau,Nike,50.73,1,7,22,3,2017-10-01,1,M,
18642,M,schwarz,Nike,50.73,1,7,22,24,2017-11-21,1,M,
19649,M,blau,Nike,50.73,1,7,22,5,2017-11-21,1,M,
19905,M,gruen,Nike,50.73,1,7,22,1,2017-10-01,1,M,
21587,M,rot,Nike,50.73,1,7,22,1,2017-11-21,1,M,
16247,M,blau,PUMA,50.73,1,7,22,1,2017-10-01,1,M,
12820,M ( 140-152 ),gelb,Nike,50.73,1,7,22,1,2017-10-01,1,M,
15089,M ( 140-152 ),schwarz,Nike,50.73,1,7,22,1,2017-10-01,1,M,
15953,M ( 140-152 ),schwarz,Nike,50.73,1,7,22,8,2017-10-01,1,M,
22872,M ( 140-152 ),blau,Nike,50.73,1,7,22,2,2017-10-01,1,M,
13023,M ( 38/40 ),weiss,Nike,50.73,1,7,22,4,2017-11-21,1,M,
17681,M ( 38/40 ),schwarz,Nike,50.73,1,7,22,5,2017-11-21,1,M,
10337,M,schwarz,adidas,50.73,1,7,23,1,2017-10-23,1,M,
12111,M,blau,adidas,50.73,1,7,23,4,2017-10-23,1,M,
12470,M,rot,adidas,50.73,1,7,23,1,2017-10-23,1,M,
13293,M,blau,adidas,50.73,1,7,23,1,2017-10-23,1,M,
15182,M,schwarz,adidas,50.73,1,7,23,1,2017-10-01,1,M,
16343,M,weiss,adidas,50.73,1,7,23,1,2017-10-01,1,M,
21218,M,weiss,adidas,50.73,1,7,23,12,2017-10-23,1,M,
12734,M,rot,Nike,50.73,1,7,23,1,2017-10-01,1,M,
13463,M,blau,Nike,50.73,1,7,23,1,2017-10-01,1,M,
16087,M,blau,Nike,50.73,1,7,23,1,2017-10-01,1,M,
20390,M,schwarz,Nike,50.73,1,7,23,12,2017-10-01,1,M,
21046,M,rot,Nike,50.73,1,7,23,1,2017-10-01,1,M,
10096,M,rot,adidas,50.73,1,7,25,7,2017-10-01,1,M,
11595,M,schwarz,adidas,50.73,1,7,25,3,2017-10-01,1,M,
12063,M,weiss,adidas,50.73,1,7,25,7,2017-10-01,1,M,
14131,M,blau,adidas,50.73,1,7,25,3,2017-10-01,1,M,
17356,M,blau,adidas,50.73,1,7,25,3,2017-10-01,1,M,
20852,M,rot,adidas,50.73,1,7,25,3,2017-10-01,1,M,
20490,M,weiss,adidas,50.73,9,10,25,1,2018-01-23,1,M,
22594,M,schwarz,Jordan,50.73,9,10,25,1,2017-10-01,1,M,
21520,M,weiss,Nike,50.73,9,10,25,2,2017-10-01,1,M,
13261,M,rot,Hummel,50.73,1,7,28,1,2017-10-01,1,M,
13977,M ( 140-152 ),gruen,Nike,50.73,1,7,28,1,2017-10-01,1,M,
20840,M ( 140-152 ),grau,Nike,50.73,1,7,28,1,2017-10-01,1,M,
22541,M ( 140-152 ),gelb,Nike,50.73,1,7,28,1,2017-10-01,1,M,
